vertex,angle_defect_radians,gaussian_curvature,reason
9181,0.108275490332,88830.0030925,angle_defect
9185,0.11778092389,90062.7474819,angle_defect
9308,-0.104801882818,-60395.514204,angle_defect
9313,-0.105399791893,-51015.1351384,angle_defect
9411,0.130428711935,97514.9198988,angle_defect
9783,-0.115750035716,-68786.6154116,angle_defect
9994,0.1247423193,93073.1948174,angle_defect
10222,-0.105367633345,-43883.6439259,angle_defect
10246,0.110910451135,117014.925795,angle_defect
10376,0.12452084566,54483.4622933,angle_defect
10469,0.161901730764,130095.234002,angle_defect
10795,0.101077306347,66073.2614528,angle_defect
10872,-0.14711561965,-95398.795445,angle_defect
10966,0.12424022398,119902.867178,angle_defect
11003,-0.174869514134,-149117.611079,angle_defect
11014,-0.0210556410293,-16145.3460769,disconnected
11015,0.187127643774,143317.761791,angle_defect
11016,-0.185850021145,-110223.237282,angle_defect
11017,-0.128669236459,-64432.281772,angle_defect
11025,0.131842324689,57413.1350414,angle_defect
11026,0.11512650548,86872.6191899,angle_defect
11060,0.978515776074,649444.366394,angle_defect
11061,-0.536909658925,-228544.857728,angle_defect
11078,0.124225219556,132176.64228,angle_defect
11155,0.306460466064,173642.887321,angle_defect
11228,0.226264793495,162831.336793,angle_defect
11276,0.106127417697,89826.295809,angle_defect
11296,0.195640061319,112890.011921,angle_defect
11348,0.205067709814,105232.512551,angle_defect
11422,-0.104554086175,-39981.6979297,angle_defect
11495,-0.156947530043,-61125.9052043,angle_defect
11545,-0.194600775902,-112051.855892,angle_defect
11651,0.102349912618,52690.9765341,angle_defect
11690,-0.681738555265,-493256.698358,angle_defect
11773,0.232164339268,205517.62924,angle_defect
11843,0.121150006538,179645.094127,angle_defect
12266,0.104744398909,80448.0054421,angle_defect
12410,-0.131056249936,-72907.2981782,angle_defect
12499,0.110849356385,67096.5050262,angle_defect
12527,0.270779948885,142568.582661,angle_defect
12558,-0.131940781372,-205691.919068,angle_defect
12705,-0.168607144833,-111311.010912,angle_defect
12802,0.418240401737,689062.321484,angle_defect
12835,0.517826935269,459437.112175,angle_defect
12917,-0.230171472726,-173459.400602,angle_defect
12925,0.144367052156,66795.5501611,angle_defect
12991,0.123365131188,99445.1207391,angle_defect
13074,-0.45551645635,-475955.794469,angle_defect
13198,0.191075342625,80900.8073499,angle_defect
13201,0.156662893921,62419.8807858,angle_defect
13255,0.220482553191,324553.819905,angle_defect
13260,-0.115410068632,-62519.7252962,angle_defect
13538,0.126689323042,79190.5053443,angle_defect
13749,0.101307371644,116324.116472,angle_defect
13814,0.211462087829,208352.875162,angle_defect
13815,0.25986845674,152313.375325,angle_defect
13824,-0.138366682344,-74851.0047323,angle_defect
13826,0.113282150607,145758.36938,angle_defect
13827,0.307660869002,128238.102072,angle_defect
13841,-0.194924494258,-99778.3235729,angle_defect
13855,-0.103475917445,-65487.3518345,angle_defect
13869,0.108476688599,86568.3626144,angle_defect
13871,0.31887351779,320159.031465,angle_defect
13929,0.106856265187,60159.9611112,angle_defect
13931,0.444157485269,238702.244225,angle_defect
13956,0.380379554838,324148.109498,angle_defect
14030,-0.171527588242,-88556.8828234,angle_defect
14031,0.104748790866,79890.5476761,angle_defect
14118,0.111470831075,51514.3409381,angle_defect
14166,0.142488789399,92424.8453665,angle_defect
14219,-0.314805338984,-196725.763607,angle_defect
14220,0.181328574458,136490.048044,angle_defect
14329,0.151860033271,99053.7165597,angle_defect
14447,0.366715281333,203389.736068,angle_defect
14679,-0.111437786598,-88969.21388,angle_defect
14685,0.119277164733,93170.5559549,angle_defect
14689,-0.200639572014,-118868.949097,angle_defect
14725,0.323084815667,196775.704557,angle_defect
15028,-0.173480470074,-64142.9606255,angle_defect
15388,-0.101907951659,-67391.7292303,angle_defect
15431,0.11991248217,82716.5409133,angle_defect
15468,0.301554868345,193803.834851,angle_defect
15641,0.244620120699,166108.236883,angle_defect
15798,-0.14804621314,-107799.650004,angle_defect
16516,-0.109127535105,-73394.5304748,angle_defect
16578,-0.107246517052,-83948.497337,angle_defect
16579,0.116035319784,56188.5397108,angle_defect
16680,0.365697394617,242852.672836,angle_defect
16681,0.25534184055,110352.911104,angle_defect
16697,0.203803442796,137109.149858,angle_defect
16722,-0.104132835123,-82090.6266745,angle_defect
16723,0.105920803599,86338.7693434,angle_defect
16726,0.123555937544,78064.0167384,angle_defect
16727,-0.127055468468,-89696.4638204,angle_defect
16733,-0.260204956743,-127381.538843,angle_defect
16734,0.195289772007,198685.900024,angle_defect
16735,-0.317465275138,-152262.836217,angle_defect
16741,0.136096695529,70925.5718845,angle_defect
16766,-0.205687619094,-133325.584385,angle_defect
16767,-0.335282161208,-266201.051399,angle_defect
16784,-0.208661099776,-132831.838995,angle_defect
16786,-0.136756683366,-54789.4051689,angle_defect
16789,0.144912847792,96036.2425175,angle_defect
16805,-0.569104420217,-96457.2989523,angle_defect
16806,0.435004607191,114448.134229,angle_defect
16836,-0.141767796544,-51073.3418301,angle_defect
16837,-0.236547372272,-115621.426568,angle_defect
16874,-0.153608068291,-62540.5680356,angle_defect
16875,0.150105243907,53562.8831177,angle_defect
16894,0.341704162986,224042.956796,angle_defect
16895,-0.420667639965,-154545.550941,angle_defect
16924,0.142582790397,52869.9760971,angle_defect
16965,-0.145138269111,-63781.911917,angle_defect
16967,0.166505970908,58825.9614409,angle_defect
16986,-0.330339180159,-147468.977068,angle_defect
17016,0.174508890574,74980.0733549,angle_defect
17061,-0.129213865351,-62093.6652185,angle_defect
17105,-0.126245321568,-44784.9597907,angle_defect
17108,-0.150020522398,-96030.6434416,angle_defect
17192,-0.274594998517,-84689.1048865,angle_defect
17198,-0.323680598898,-173539.621871,angle_defect
17285,0.155509184735,109179.362476,angle_defect
17466,-0.142312746663,-78354.787715,angle_defect
17498,0.103911847871,54944.9535121,angle_defect
17590,0.112035981805,79351.7602101,angle_defect
17631,-0.114436824738,-109246.026599,angle_defect
17632,-0.104445791556,-53937.1235584,angle_defect
17643,-2.13938759715,-2221418.78108,angle_defect
17654,-2.24703498058,-890414.623076,angle_defect
17829,0.100155816867,41935.2442937,angle_defect
17918,0.368852721166,211716.624327,angle_defect
17980,0.102111399083,61341.8411705,angle_defect
18072,-0.989951982314,-397401.24572,angle_defect
18074,-0.126842645809,-48853.8333745,angle_defect
18169,0.145765137959,70481.8861596,angle_defect
18228,0.329852731203,227669.050103,angle_defect
18265,0.143214745987,57095.3050985,angle_defect
18269,0.188127878475,77318.9357573,angle_defect
18270,-0.14975937051,-74266.4670792,angle_defect
18345,0.147868926744,64805.5032555,angle_defect
18420,0.186218331335,87575.3879451,angle_defect
18562,-0.159762973278,-88187.6728324,angle_defect
18652,-0.110055068111,-57956.8754881,angle_defect
18838,0.273924092802,155182.186278,angle_defect
19178,-0.262992045233,-213603.54688,angle_defect
19199,-1.46292839514,-2067289.76111,angle_defect
19251,1.04316657437,966136.794444,angle_defect
19255,0.169607647222,124328.323224,angle_defect
19264,-0.564824581707,-305492.723005,angle_defect
19280,-0.17704599241,-78294.103655,angle_defect
19327,0.257666644163,190526.86754,angle_defect
19328,0.11206856942,45294.1784359,angle_defect
19329,-0.143516507253,-18824.3945081,angle_defect
19331,0.358088206068,223450.328689,angle_defect
19352,0.159630549338,116139.985449,angle_defect
19353,0.179096809896,117572.182865,angle_defect
19354,0.453211528,329722.162013,angle_defect
19364,0.109251764355,65414.7619296,angle_defect
19403,-0.187786680667,-115138.710721,angle_defect
19409,0.112860131373,87485.2671608,angle_defect
19428,0.115270627042,55406.1405995,angle_defect
19453,-0.162574533032,-80115.6078796,angle_defect
19534,-0.137556078697,-51213.863677,angle_defect
19638,0.179683302773,129712.415625,angle_defect
19645,0.136288866422,51786.3229626,angle_defect
19827,0.109783969823,66456.4400613,angle_defect
19852,0.132303514672,75232.9118054,angle_defect
19875,-0.107218729751,-49265.0698673,angle_defect
19882,-2.23196361824,-4450824.63806,angle_defect
19886,0.180675814962,118508.573225,angle_defect
19935,-0.119729487615,-78401.2808498,angle_defect
20031,-0.317627679374,-143631.36645,angle_defect
20057,-0.108566281892,-61473.4173074,angle_defect
20082,-0.279465353664,-98083.1507967,angle_defect
20088,0.16136589069,60900.8742758,angle_defect
20119,-0.124951756181,-48218.1383717,angle_defect
20154,0.2751756203,147494.655173,angle_defect
20164,-0.200119649271,-122227.645832,angle_defect
20165,0.202184613695,110898.189192,angle_defect
20167,-0.22652798127,-127295.608399,angle_defect
20168,0.117644785476,66734.0014926,angle_defect
20171,0.165635070375,81060.2391354,angle_defect
20172,-0.247020048235,-133449.432334,angle_defect
20200,0.114941349509,77201.0461136,angle_defect
20283,0.10460126466,62519.4956514,angle_defect
20361,-0.766484130375,-903027.842085,angle_defect
20454,2.38335113807,25346702.0026,angle_defect
20511,0.108162131421,79972.2938276,angle_defect
20553,0.134540985821,103669.564974,angle_defect
20589,0.121161209137,95414.9903271,angle_defect
20609,-0.208610165979,-148795.512806,angle_defect
20610,0.135475236662,172977.628091,angle_defect
20686,-0.147557896994,-89557.8820695,angle_defect
20687,0.129355373724,84394.0708674,angle_defect
20698,-0.146630046773,-68511.3047157,angle_defect
20705,-0.121764884481,-64159.206626,angle_defect
20776,0.223614149253,93333.6207009,angle_defect
20864,-0.173969885568,-95032.6395843,angle_defect
20865,0.263445162186,250401.727303,angle_defect
20869,0.260935146133,48340.5341963,angle_defect
20907,0.282309377744,177277.015579,angle_defect
21565,-0.101339258136,-69043.804642,angle_defect
21647,-0.276038276541,-152022.8074,angle_defect
21674,-0.108845399247,-49380.1239727,angle_defect
21789,0.113446197833,52705.9671845,angle_defect
21885,0.102131647053,41714.4592619,angle_defect
21886,-0.116074283987,-58392.8831498,angle_defect
21980,-0.111718749205,-74159.1026164,angle_defect
21981,0.132561722507,60994.1581215,angle_defect
22009,-0.10245039276,-63729.9868559,angle_defect
22043,0.106951290447,64623.2655998,angle_defect
22154,-0.117387351255,-73737.6111979,angle_defect
22449,-0.141769785703,-56247.0948448,angle_defect
22459,0.134033293671,73881.197271,angle_defect
22462,-0.213718610297,-100652.171381,angle_defect
22607,-0.11039614916,-38324.1490186,angle_defect
22632,0.19911891418,113356.435081,angle_defect
22705,-0.206693168909,-73584.1646723,angle_defect
22820,0.123437716003,77340.7074173,angle_defect
22866,0.103365858364,50326.1542501,angle_defect
22867,0.134450154498,67839.5451087,angle_defect
22871,-0.193021397873,-122250.234996,angle_defect
22916,-0.148648293621,-80821.3516954,angle_defect
22986,-0.137998076677,-25842.9669136,angle_defect
22990,-0.25367731332,-184407.518358,angle_defect
23077,-0.286214813498,-139717.580628,angle_defect
23078,0.676436763525,636014.201571,angle_defect
23191,0.119617664362,114388.54714,angle_defect
23192,0.390768254754,393819.639484,angle_defect
23193,0.390493630547,143417.263557,angle_defect
23247,-0.169449068581,-97066.3986768,angle_defect
23303,0.109267680229,57515.2925366,angle_defect
23310,0.616243188129,376029.57012,angle_defect
23352,0.10079402443,54635.3944853,angle_defect
23353,0.335408971545,612473.699308,angle_defect
23361,0.158586688961,119983.31381,angle_defect
23630,-0.19280931772,-88442.8346883,angle_defect
23657,0.429270541598,385593.238233,angle_defect
23815,0.123599186976,119664.699185,angle_defect
24047,-0.120910830847,-71929.0849586,angle_defect
24129,0.107253833284,73504.117246,angle_defect
24193,-0.122981502924,-33258.1657277,angle_defect
24295,-0.123178232562,-67522.6533655,angle_defect
24300,0.100926628221,88310.9987649,angle_defect
24350,-0.315239132498,-173805.729092,angle_defect
24585,0.199804521633,107254.674575,angle_defect
24601,0.422044037751,197150.252268,angle_defect
24724,-0.185282740744,-81846.6049272,angle_defect
24794,-0.142043068237,-116852.460891,angle_defect
24795,0.147948754532,94517.1756097,angle_defect
24801,0.102623420069,63335.9373726,angle_defect
24805,0.145341835636,74267.1303415,angle_defect
24928,-0.118752921033,-75633.0377052,angle_defect
25003,-0.115483316213,-49406.9357727,angle_defect
25020,-0.122631524528,-44230.7867499,angle_defect
25024,0.114984539297,99993.3904034,angle_defect
25025,0.208659281523,160809.536254,angle_defect
25165,-0.20061764802,-69181.8305367,angle_defect
25166,0.245213297102,378664.751513,angle_defect
25221,0.264434075357,616772.331879,angle_defect
25313,0.371749254012,244927.292702,angle_defect
25359,-0.141780503414,-92837.3998147,angle_defect
25406,0.115545780309,61284.5474811,angle_defect
25407,-0.149482112545,-89786.4427797,angle_defect
25408,0.143543612575,75208.8602838,angle_defect
25410,-0.153387440298,-82842.0432356,angle_defect
25411,0.138332754534,75767.862571,angle_defect
25420,-0.121846984289,-41407.7668399,angle_defect
25487,-0.202562146714,-132122.94906,angle_defect
25489,-0.336502594746,-190192.698043,angle_defect
25555,1.56017537968,2178559.33956,angle_defect
25556,-0.283802275654,-197880.06363,angle_defect
25572,-0.104538468762,-49977.0093343,angle_defect
25577,-0.279710849727,-88482.5056774,angle_defect
25580,-0.236512859601,-98231.3803569,angle_defect
25647,-0.195928567885,-156332.293907,angle_defect
25668,0.113498857827,29889.9135506,angle_defect
25669,-0.175187634967,-48442.6420902,angle_defect
25670,-0.126237606715,-43430.0776797,angle_defect
25749,-0.103915533373,-61747.370004,angle_defect
25877,-0.102394335516,-29253.1654867,angle_defect
25882,0.554833788291,886503.972995,angle_defect
25934,0.100384749122,68452.6506982,angle_defect
26011,-0.106415934368,-78300.6747712,angle_defect
26236,0.110847752023,78556.5764674,angle_defect
26292,-0.112262189612,-62294.6159673,angle_defect
26411,0.161260728919,118689.949003,angle_defect
26442,0.164503397482,120065.684959,angle_defect
26648,0.477969257178,242022.422103,angle_defect
26649,0.415155534616,269660.987374,angle_defect
26651,-0.139809698206,-78572.1729144,angle_defect
26652,0.106126948224,61948.9948693,angle_defect
26763,0.147096291665,72905.0431951,angle_defect
26764,0.139909081724,92969.2449991,angle_defect
26784,0.124790020741,64716.1462985,angle_defect
26877,0.385010895131,177179.849197,angle_defect
26924,-0.160021242755,-81096.5304751,angle_defect
26926,0.248932356187,83336.1643084,angle_defect
26990,-0.136420293286,-46146.8166379,angle_defect
27035,0.100245809288,81400.216029,angle_defect
27098,-0.124192419368,-215859.107571,angle_defect
27152,-0.113425171879,-63805.6315431,angle_defect
27332,0.197548355814,140272.942253,angle_defect
27452,-0.183647413473,-78586.2643434,angle_defect
27594,-0.12552192629,-48969.1765176,angle_defect
27602,0.133891362295,71382.480187,angle_defect
27720,0.146904748484,59522.359181,angle_defect
27722,-0.103851757452,-42028.8387448,angle_defect
27731,0.231948836201,168852.289677,angle_defect
27829,-0.194633394005,-79540.9763168,angle_defect
27849,-0.114996685118,-48096.8260493,angle_defect
27916,0.126748491327,96146.7722994,angle_defect
27961,0.276872856944,128048.063415,angle_defect
28271,0.105611013114,126992.681345,angle_defect
28498,0.219892670081,201932.669919,angle_defect
28687,0.142189800127,41396.1426719,angle_defect
28691,0.136567910255,119322.915888,angle_defect
28765,-0.129466287593,-55022.2443211,angle_defect
28932,-0.234529264672,-197750.036387,angle_defect
29018,0.502710502458,192997.56059,angle_defect
29149,-0.175904407743,-64537.4233282,angle_defect
29279,-0.236961491861,-93461.8224304,angle_defect
29541,0.186505914724,105907.074633,angle_defect
29603,0.142652947211,106190.160105,angle_defect
29724,0.226117342854,177915.489882,angle_defect
29799,0.156642008087,233226.624518,angle_defect
29801,-0.198581500803,-112607.590306,angle_defect
29809,0.143761005395,87057.9629987,angle_defect
29818,0.543741201358,276680.997954,angle_defect
29820,0.115358591031,56303.6812859,angle_defect
29822,-0.132837840293,-56982.6429032,angle_defect
29825,0.717986279635,325949.526024,angle_defect
29827,-0.270338235687,-129234.576915,angle_defect
29850,0.12209452122,55400.2042704,angle_defect
29864,0.100415717943,51181.7228208,angle_defect
29935,-0.377349609949,-216622.815194,angle_defect
29996,-0.113391025182,-61735.1659625,angle_defect
30056,0.238603549641,131801.747972,angle_defect
30058,0.199001213792,95913.8688367,angle_defect
30109,-0.100316004998,-61098.6566785,angle_defect
30249,-0.187099654658,-91714.3654181,angle_defect
30289,-0.110812167619,-69410.7919429,angle_defect
30290,0.115944939251,85254.6933747,angle_defect
30314,0.147041895869,97172.0063754,angle_defect
30329,0.10932221522,57323.0177473,angle_defect
30368,0.105341149544,53587.3461486,angle_defect
30381,-0.157155559136,-75818.0413753,angle_defect
30382,0.302280290172,179928.152592,angle_defect
30383,-0.594707478528,-138116.862715,angle_defect
30450,-0.568743572924,-265102.85034,angle_defect
30451,0.299455591718,98115.4883351,angle_defect
30452,1.01006201194,464724.410038,angle_defect
30453,-1.02077003214,-377292.531286,angle_defect
30534,0.763397479181,457395.868182,angle_defect
30536,-0.566582351176,-227329.180666,angle_defect
30550,0.186871684121,72651.618262,angle_defect
30605,-0.115498630705,-66716.3591203,angle_defect
30625,1.02505307,510694.543468,angle_defect
30626,-0.616500883688,-278392.629562,angle_defect
30627,-0.185642258399,-87031.8923967,angle_defect
30691,-0.118076365079,-63504.9449422,angle_defect
30697,-0.116965614625,-69425.6826488,angle_defect
30722,0.612171826775,502732.682093,angle_defect
30723,-0.549980552813,-259891.300963,angle_defect
30741,-1.33830823497,-584973.904147,angle_defect
30742,-0.509257635281,-148398.391976,angle_defect
30743,-0.100509972028,-31723.8918665,angle_defect
30791,-0.199483459935,-134411.970811,angle_defect
30792,-0.920687034358,-925481.90592,angle_defect
30796,0.116414236753,143045.559801,angle_defect
30799,-0.886301246537,-948912.23035,angle_defect
30826,0.871712194846,449703.427728,angle_defect
30827,-0.904490136592,-642668.933099,angle_defect
30849,-0.236004360485,-218763.547542,angle_defect
30850,-0.76192128928,-581204.515572,angle_defect
30896,0.318249352512,128300.524457,angle_defect
30897,0.138587934149,80780.9648605,angle_defect
30898,0.962016413942,2088227.02389,angle_defect
30900,-0.924753862265,-964210.703677,angle_defect
30903,0.112305269869,62875.2412249,angle_defect
30925,0.73298198011,448427.868855,angle_defect
30926,-0.103489204455,-67422.863382,angle_defect
30950,-1.6721220839,-1099898.99618,angle_defect
30951,1.78002122973,1875034.92337,angle_defect
30952,1.08523020965,1788360.94246,angle_defect
30953,-1.18144879782,-917060.071215,angle_defect
30996,-0.988558264571,-446863.798449,angle_defect
30997,0.768143679587,708931.682122,angle_defect
30998,0.875532368543,1185986.72526,angle_defect
30999,-0.884147332098,-934727.013843,angle_defect
31051,-1.49484552894,-962914.352513,angle_defect
31052,1.42948209435,1871152.25101,angle_defect
31053,1.17430245678,1802282.72004,angle_defect
31054,-1.1398162996,-866785.411886,angle_defect
31095,-0.740256666492,-500924.72374,angle_defect
31121,1.23150399744,1574818.84367,angle_defect
31152,-1.35387250138,-1034368.75845,angle_defect
31153,1.24205408081,2020795.90499,angle_defect
31154,1.07149491037,1746026.3897,angle_defect
31155,0.221051789922,224446.140232,angle_defect
31156,-1.3439900307,-1011337.36111,angle_defect
31194,0.33090374995,203282.154076,angle_defect
31195,-0.171048204191,-141126.698829,angle_defect
31196,-0.618110690058,-608731.915577,angle_defect
31222,0.355100226429,220585.653182,angle_defect
31255,-1.2401797477,-1008116.11121,angle_defect
31257,1.2379878698,2015395.70162,angle_defect
31258,1.19651171071,1784214.26491,angle_defect
31259,-1.16502568672,-861732.837049,angle_defect
31296,0.156061694597,130299.060355,angle_defect
31297,-0.142836753552,-130081.580478,angle_defect
31298,0.247713186966,268884.323272,angle_defect
31325,-0.420761631032,-135969.125451,angle_defect
31361,-1.30956479839,-1048764.60714,angle_defect
31362,1.31272228255,2009867.02692,angle_defect
31363,1.2433614141,1828673.7211,angle_defect
31364,-1.27420292708,-985259.805162,angle_defect
31401,-0.106881934851,-126644.937615,angle_defect
31454,-0.168772398011,-125904.639764,angle_defect
31455,0.134478743053,85649.1451395,angle_defect
31456,-0.131204906025,-86057.4612374,angle_defect
31467,-1.17451007371,-951882.1714,angle_defect
31468,1.14259185965,1955932.74294,angle_defect
31469,1.20044549123,1883260.78646,angle_defect
31470,-1.13565503171,-854936.779593,angle_defect
31506,-0.826403454295,-605450.650361,angle_defect
31507,0.760154186346,1000463.74638,angle_defect
31508,-0.466751225937,-275653.785607,angle_defect
31509,0.10830884509,39830.6965866,angle_defect
31537,1.1443332837,810770.800948,angle_defect
31578,-1.34640660125,-1044691.33816,angle_defect
31579,1.30066232596,1831367.81089,angle_defect
31617,-0.774326404427,-461148.380988,angle_defect
31619,1.10179102998,1678979.72216,angle_defect
31620,0.538906741115,459696.549119,angle_defect
31677,-0.761803126318,-520839.598674,angle_defect
31684,-0.920190834816,-1024499.33376,angle_defect
31690,0.19292979516,118776.032043,angle_defect
31691,-0.167127776499,-80990.3645093,angle_defect
31694,0.111326061851,102277.916185,angle_defect
31734,-0.992763780363,-697639.547553,angle_defect
31736,0.13814119941,151746.631889,angle_defect
31737,-0.265436221165,-312366.334122,angle_defect
31741,-1.26577428562,-654765.661802,angle_defect
31773,-0.159290488808,-84172.6154322,angle_defect
31793,-0.127246255686,-55202.8280406,angle_defect
31794,0.17346751421,85173.0935282,angle_defect
31795,-0.665576336038,-440538.278464,angle_defect
31796,0.749708436182,675377.053977,angle_defect
31797,0.942658179894,2108667.88896,angle_defect
31799,-0.915436403042,-1008625.9212,angle_defect
31802,-0.176461034751,-114589.151536,angle_defect
31807,-0.184103302127,-182899.323937,angle_defect
31886,0.658733215629,512005.470521,angle_defect
31906,-0.394489583692,-230488.869827,angle_defect
31907,0.912136836002,1351287.1326,angle_defect
31908,-0.820673740059,-824997.888166,angle_defect
31915,-0.543908110165,-464232.623425,angle_defect
32014,0.166338682031,122519.867119,angle_defect
32021,-1.05053062317,-383240.744276,angle_defect
32022,-1.38592207484,-663728.961299,angle_defect
32118,-0.519792888329,-433064.097371,angle_defect
32119,-0.686847306696,-567777.181145,angle_defect
32222,-0.137703380708,-128989.321991,angle_defect
32223,0.635123092586,691030.881479,angle_defect
32327,-0.161572157343,-80281.4166072,angle_defect
32328,0.119996877965,93317.0885297,angle_defect
32329,-0.000810150309285,-1153.21257958,disconnected
32330,-0.54058720678,-474725.664378,angle_defect
32336,0.183248570418,35994.818794,angle_defect
32440,0.202004065526,143510.740991,angle_defect
32441,-0.106574503937,-99181.5888568,angle_defect
32442,-0.488094221284,-382647.883193,angle_defect
32449,-0.19839509772,-75206.0678233,angle_defect
32546,-0.401963965187,-252517.333093,angle_defect
32558,0.169380176155,87522.0958448,angle_defect
32559,0.332307456959,147030.291229,angle_defect
32601,0.111656328283,86544.4759973,angle_defect
32606,-0.119977772431,-48403.1152136,angle_defect
32668,-0.923209199634,-316766.14974,angle_defect
32679,-1.11070920238,-1118143.69599,angle_defect
32680,1.10053847233,2175735.28798,angle_defect
32681,0.88418372285,991669.20259,angle_defect
