vertex,x,y,z,angle_defect_radians
2022,-0.033467,0.174268,-0.001778,0.15573968888288436
2026,-0.029477,0.17726,-0.005059,-0.13708171394581825
2119,-0.018128,0.187252,-0.018852,0.22180618556025722
2169,-0.030894,0.090144,-0.024899,0.1991729172209773
2329,0.045205,0.068454,0.024845,-0.11811672155775166
2387,0.043531,0.065065,0.02731,-0.10085158306980069
2517,0.043527,0.066404,0.026525,0.14774179662300213
2518,0.04453,0.066418,0.026432,-0.10987295551330445
2724,-0.013595,0.071631,0.054804,0.1011899363458002
3177,-0.062331,0.035783,0.043379,-0.10872122611611434
3560,-0.046464,0.122081,0.027051,-0.1375685096258008
3573,-0.026314,0.182659,-0.010558,0.13342325314449965
3576,-0.043612,0.125739,0.020143,0.11778894120198358
3682,-0.0145,0.162187,-0.010305,0.15182953800196852
3701,-0.076683,0.148629,-0.007867,-0.12110989187147936
3745,-0.042498,0.081756,0.042087,0.15132992348945096
3818,-0.008777,0.169647,-0.023748,0.21691416332433366
4006,-0.042488,0.0846,0.04263,-0.11777424973539685
4185,-0.029481,0.179959,-0.007263,-0.14932690018474337
4276,-0.03047,0.087518,0.043818,-0.1807003995763734
4295,-0.011498,0.088376,0.056461,0.14227681112846624
4798,-0.027498,0.093225,0.044764,-0.22080304752508906
4799,-0.026628,0.093264,0.045173,-0.14780497762014833
4909,-0.049497,0.094634,0.044743,0.1160791938809238
4910,-0.048501,0.094627,0.044616,0.12061934938666852
4931,-0.027487,0.094655,0.045097,0.22536082514789535
4932,-0.026506,0.094667,0.044662,-0.31011522613413056
4986,-0.032468,0.175717,-0.002918,0.2098515935497054
5065,-0.026498,0.095978,0.043768,0.15978445035836497
5066,-0.025487,0.095978,0.043833,0.1990806488106196
5458,-0.01453,0.100345,0.044417,-0.15537972644147668
5590,-0.0115,0.101652,0.044025,-0.21498856503881092
5594,-0.007495,0.10164,0.044113,-0.26900067628191504
5599,-0.000498,0.101653,0.044358,-0.19522908269015526
5600,0.000516,0.101662,0.044403,-0.10832254583557954
5601,0.001501,0.101618,0.044316,0.13391028112207892
6014,-0.090146,0.140633,0.02317,0.10081587984343154
6036,-0.072524,0.106883,0.0374,-0.15158061875594409
6164,-0.070504,0.108294,0.037277,0.12800242456841304
6166,-0.068516,0.108328,0.037537,-0.11538507095691808
6287,-0.070459,0.109521,0.038063,0.16243524226072026
6394,-0.044289,0.126542,0.01984,0.23003288729084082
6727,-0.049112,0.036161,0.045993,0.12599508058440978
6801,-0.030164,0.153871,-0.003714,0.10101250620241264
7054,-0.043233,0.156565,0.005861,-0.10116900725079647
7178,-0.042497,0.155091,0.00688,-0.1261681768382955
7296,-0.023221,0.183101,-0.010823,0.32255419480732206
7393,-0.020177,0.16108,-0.004745,0.1633019285927071
7485,-0.04506,0.156487,0.006674,0.13788093859639372
7493,-0.03501,0.158094,0.003677,-0.11860346902752605
7512,-0.023254,0.181611,-0.01087,-0.11043022462237606
7694,-0.007035,0.101085,0.044511,0.37907522964406426
7810,-0.054126,0.049139,0.036963,0.23443226791506455
7835,-0.021097,0.161053,-0.004324,-0.11720210007959087
7948,-0.075188,0.179229,-0.053009,-0.27362102177276904
7955,-0.062525,0.138119,0.035913,0.13140618435831142
8138,-0.052763,0.115451,0.034109,-0.11266664171895213
8539,-0.017161,0.159788,-0.009031,-0.10266550619550308
8773,-0.018818,0.158773,-0.009426,0.10653622313749156
8978,-0.069141,0.109612,0.038147,-0.2100658397753854
9061,-0.003598,0.101107,0.044054,0.14121452582820715
9067,-0.021174,0.184521,-0.013131,-0.1162976993733601
9172,-0.004693,0.101051,0.044176,0.19087639519844002
9173,-0.005795,0.10109,0.044489,-0.20071282884302044
9181,-0.010869,0.165486,-0.015878,0.10827549033203376
9185,-0.026538,0.155425,-0.005062,0.11778092389021722
9308,-0.044247,0.157947,0.006097,-0.10480188281796199
9313,-0.020337,0.158355,-0.006746,-0.10539979189254145
9411,-0.053795,0.115431,0.034376,0.13042871193497718
9783,-0.024179,0.159685,-0.001738,-0.11575003571581222
9994,-0.017795,0.161129,-0.006574,0.12474231929990243
10222,-0.06692,0.110822,0.038174,-0.10536763334544896
10246,-0.029819,0.154044,-0.00457,0.11091045113508763
10376,-0.035912,0.158048,0.004102,0.12452084566038257
10469,-0.06596,0.110851,0.037769,0.1619017307638182
10795,-0.076024,0.150016,-0.007891,0.1010773063466539
10872,-0.048845,0.119728,0.031006,-0.14711561965043507
10966,-0.046832,0.144886,0.004129,0.12424022398007167
11003,-0.009086,0.16966,-0.024751,-0.1748695141340073
11015,0.021052,0.035819,-0.002682,0.18712764377415358
11016,0.020544,0.035764,-0.003683,-0.18585002114501847
11017,0.02016,0.035722,-0.004678,-0.1286692364585036
11025,0.018101,0.035496,-0.013674,0.13184232468903345
11026,0.016509,0.035407,-0.016638,0.11512650548031256
11060,0.021304,0.037284,-0.002686,0.978515776074274
11061,0.02188,0.037421,-0.003642,-0.5369096589254221
11078,0.014897,0.036623,-0.020574,0.12422521955624899
11155,-0.072659,0.143932,-0.013022,0.30646046606394095
11228,-0.009578,0.178815,-0.028737,0.22626479349452056
11276,-0.009047,0.168146,-0.021717,0.10612741769668199
11296,-0.061486,0.175719,-0.060676,0.19564006131890377
11348,-0.034538,0.035348,-0.031179,0.20506770981389222
11422,0.022167,0.04447,-0.016762,-0.10455408617501583
11495,0.028983,0.046737,-0.007663,-0.15694753004298984
11545,-0.061205,0.174131,-0.060722,-0.19460077590199765
11651,-0.038487,0.033715,-0.029605,0.1023499126181644
11690,-0.069216,0.034356,-0.004635,-0.6817385552648767
11773,-0.008606,0.172644,-0.026823,0.23216433926847235
11843,-0.008712,0.171156,-0.025723,0.12115000653750885
12266,-0.011814,0.163592,-0.015761,0.10474439890944298
12410,-0.086545,0.109036,0.01236,-0.13105624993634013
12499,-0.086201,0.10903,0.011353,0.11084935638510274
12527,-0.071909,0.180772,-0.055937,0.27077994888543055
12558,-0.060807,0.170968,-0.060738,-0.13194078137216236
12705,-0.085893,0.108988,0.008341,-0.16860714483281913
12802,-0.009526,0.169814,-0.0256,0.41824040173663035
12835,-0.009758,0.167025,-0.022376,0.5178269352687717
12917,-0.009954,0.16681,-0.02172,-0.2301714727258527
12925,-0.009728,0.166651,-0.018676,0.144367052156134
12991,-0.012194,0.163667,-0.013623,0.12336513118756764
13198,-0.010418,0.179993,-0.029525,0.1910753426252052
13201,-0.068282,0.156606,-0.053267,0.1566628939210194
13255,-0.067809,0.180556,-0.05879,0.22048255319130372
13260,-0.086544,0.107736,0.017365,-0.11541006863172787
13538,-0.076402,0.150045,-0.006923,0.12668932304196945
13749,-0.063152,0.036073,0.042913,0.10130737164444836
13814,-0.06275,0.178179,-0.059812,0.21146208782947662
13815,-0.063438,0.179008,-0.059875,0.25986845674045833
13824,-0.063114,0.178334,-0.058358,-0.13836668234350546
13826,-0.064438,0.17995,-0.058883,0.11328215060654712
13827,-0.065311,0.180421,-0.059314,0.3076608690015903
13841,-0.066597,0.180807,-0.058192,-0.19492449425820513
13855,-0.067962,0.181138,-0.057225,-0.10347591744523521
13869,-0.068351,0.181259,-0.055895,0.10847668859883308
13871,-0.070359,0.181312,-0.056519,0.3188735177901789
13929,-0.072014,0.180999,-0.052838,0.10685626518686053
13931,-0.074133,0.180484,-0.053671,0.44415748526890375
13956,-0.010691,0.18126,-0.028669,0.38037955483785946
14030,-0.010983,0.18157,-0.027366,-0.1715275882424755
14031,-0.011427,0.182822,-0.027637,0.10474879086617772
14118,-0.012349,0.183911,-0.026432,0.1114708310752236
14166,-0.086186,0.092667,0.002428,0.14248878939920395
14219,-0.01358,0.18457,-0.025503,-0.31480533898358654
14220,-0.014276,0.185348,-0.025788,0.18132857445807304
14329,-0.01463,0.185817,-0.024474,0.15186003327072428
14447,-0.015646,0.186781,-0.02337,0.36671528133308207
14679,-0.000379,0.101174,0.045122,-0.1114377865976045
14685,-0.016379,0.186908,-0.020844,0.11927716473254568
14689,-0.043465,0.127159,0.018674,-0.20063957201411753
14725,-0.075966,0.179251,-0.052045,0.32308481566691616
15028,-0.073199,0.145774,-0.014855,-0.17348047007406847
15388,-0.054353,0.155034,0.012744,-0.10190795165881683
15431,-0.087355,0.094105,0.005379,0.11991248217033013
15468,-0.0209,0.185581,-0.013976,0.3015548683452216
15641,-0.001412,0.101018,0.04444,0.24462012069898698
15798,0.047871,0.073325,0.015628,-0.14804621314032562
16516,-0.070683,0.180611,-0.056921,-0.10912753510451778
16578,0.04612,0.070422,0.022332,-0.1072465170520206
16579,0.045345,0.071006,0.022046,0.11603531978376802
16680,-0.066162,0.035357,0.028845,0.36569739461653095
16681,-0.066994,0.035814,0.031306,0.25534184054950093
16697,-0.012088,0.101067,0.043961,0.20380344279637375
16722,-0.072373,0.035247,0.007043,-0.10413283512290672
16723,-0.072066,0.035347,0.00817,0.10592080359873668
16726,-0.070339,0.035333,0.010764,0.12355593754445038
16727,-0.069681,0.035477,0.011429,-0.1270554684681643
16733,-0.064277,0.035678,0.017345,-0.2602049567432164
16734,-0.063759,0.035768,0.018248,0.1952897720072584
16735,-0.063119,0.035715,0.018954,-0.31746527513830336
16741,-0.067005,0.037292,0.032499,0.1360966955291142
16766,-0.040193,0.036535,0.042912,-0.2056876190937471
16767,-0.038878,0.036415,0.043017,-0.3352821612081269
16784,-0.072559,0.036075,0.001466,-0.20866109977607183
16786,-0.072361,0.036326,0.003957,-0.1367566833656273
16789,-0.072263,0.036774,0.008286,0.14491284779183777
16805,-0.061457,0.037208,0.020151,-0.5691044202169535
16806,-0.064679,0.03784,0.024743,0.4350046071910754
16836,-0.040104,0.037954,0.04276,-0.14176779654426164
16837,-0.038893,0.037884,0.042947,-0.2365473722722783
16874,-0.071958,0.037749,0.003784,-0.15360806829129614
16875,-0.072533,0.037969,0.005758,0.15010524390679603
16894,-0.059838,0.038502,0.019986,0.3417041629861606
16895,-0.064154,0.03918,0.026358,-0.42066763996473855
16924,-0.039347,0.039285,0.042122,0.14258279039665045
16965,-0.071122,0.038817,0.001935,-0.14513826911141503
16967,-0.071015,0.039133,0.004214,0.1665059709080806
16986,-0.059421,0.039824,0.019624,-0.33033918015869734
17016,-0.039136,0.040668,0.04181,0.1745088905736355
17061,-0.070538,0.04043,0.003774,-0.12921386535112878
17105,-0.055516,0.048287,0.038727,-0.1262453215679482
17108,-0.038399,0.042023,0.042261,-0.1500205223975184
17192,-0.073275,0.148715,-0.030381,-0.27459499851667435
17198,-0.037967,0.04334,0.041771,-0.32368059889753475
17285,-0.077871,0.177255,-0.048037,0.155509184735243
17466,-0.035429,0.047272,0.04052,-0.14231274666303917
17498,-0.081909,0.121685,0.049251,0.1039118478714881
17590,-0.023959,0.095829,0.044594,0.1120359818046196
17631,-0.050433,0.050571,0.035595,-0.11443682473759387
17632,-0.022381,0.095859,0.045836,-0.10444579155558059
17829,-0.0268,0.052263,0.038847,0.1001558168670042
17918,-0.028646,0.053552,0.036443,0.3688527211657102
17980,-0.050713,0.054338,0.0146,0.1021113990828113
18074,-0.052028,0.056366,0.021519,-0.1268426458094456
18169,-0.052799,0.057871,0.022251,0.14576513795920798
18228,-0.074685,0.14995,-0.029403,0.32985273120266934
18265,-0.055988,0.059407,0.022506,0.14321474598694445
18269,-0.053144,0.059566,0.0254,0.18812787847480805
18270,-0.052965,0.059592,0.026559,-0.14975937050982724
18345,-0.013268,0.101107,0.043708,0.14786892674402508
18420,-0.07212,0.149786,-0.040292,0.18621833133549726
18562,-0.022924,0.097208,0.044901,-0.1597629732782757
18652,-0.067283,0.17966,-0.059533,-0.11005506811065535
18838,-0.074396,0.149892,-0.031096,0.27392409280188157
19178,-0.077867,0.177131,-0.049408,-0.26299204523342445
19255,-0.04549,0.035203,-0.022419,0.16960764722174138
19264,-0.047943,0.03566,-0.013273,-0.564824581707205
19280,-0.043232,0.036517,-0.02636,-0.1770459924100254
19327,-0.059843,0.0385,0.020723,0.2576666441630431
19328,-0.060322,0.038556,0.021718,0.1120685694201391
19329,-0.061763,0.038716,0.023717,-0.14351650725283183
19331,-0.063323,0.038894,0.025715,0.35808820606843494
19352,-0.078258,0.1764,-0.049032,0.15963054933764842
19353,-0.077274,0.177812,-0.051035,0.17909680989630916
19354,-0.077714,0.177848,-0.050055,0.45321152799955067
19364,-0.044992,0.038119,-0.022261,0.10925176435460582
19403,-0.059481,0.03986,0.020709,-0.18778668066673687
19409,-0.064273,0.040409,0.026678,0.11286013137333017
19428,-0.077702,0.176292,-0.050105,0.11527062704215119
19453,-0.046854,0.039742,-0.013228,-0.16257453303230907
19534,-0.046498,0.041126,-0.012245,-0.1375560786969776
19638,-0.075388,0.151441,-0.010914,0.17968330277340638
19645,-0.054081,0.043499,0.018691,0.13628886642215288
19827,-0.060443,0.047026,0.034672,0.1097839698231079
19852,-0.039692,0.04608,-0.021311,0.13230351467185386
19875,-0.059029,0.048132,0.003665,-0.10721872975066993
19886,-0.050638,0.04738,0.01767,0.1806758149616795
19935,-0.042728,0.047838,-0.011277,-0.11972948761490021
20031,-0.074501,0.151286,-0.029878,-0.3176276793737427
20057,-0.076178,0.148614,-0.010867,-0.10856628189210882
20082,-0.028592,0.049486,-0.02351,-0.27946535366367686
20088,-0.03186,0.049677,-0.017351,0.16136589069035945
20119,-0.073453,0.143001,-0.00787,-0.12495175618050114
20154,-0.071875,0.150885,-0.042844,0.2751756203000526
20164,-0.029713,0.050899,-0.020355,-0.2001196492714885
20165,-0.029713,0.050901,-0.019358,0.2021846136954406
20167,-0.0306,0.050989,-0.017358,-0.22652798126993146
20168,-0.030726,0.051009,-0.016355,0.11764478547568136
20171,-0.031635,0.051114,-0.013365,0.16563507037512482
20172,-0.032139,0.051169,-0.012424,-0.24702004823492474
20200,-0.049877,0.05292,0.016639,0.1149413495085515
20283,-0.05026,0.054308,0.01664,0.10460126465967501
20511,-0.032014,0.056782,-0.01239,0.10816213142127729
20553,-0.070961,0.152484,-0.046081,0.13454098582056795
20589,-0.029003,0.057875,-0.022406,0.12116120913668116
20609,-0.057891,0.060047,-0.001734,-0.2086101659789853
20610,-0.057966,0.059982,-0.000771,0.1354752366617602
20686,-0.03228,0.059616,-0.014402,-0.14755789699413369
20687,-0.032406,0.05963,-0.013405,0.12935537372373385
20698,-0.065316,0.062517,-0.002419,-0.1466300467734466
20705,-0.072031,0.141354,-0.00782,-0.12176488448133371
20776,-0.033207,0.060952,-0.014594,0.2236141492525876
20864,-0.0328,0.062474,-0.015418,-0.17396988556803017
20865,-0.033052,0.062498,-0.01442,0.2634451621859881
20869,-0.019791,0.0347,-0.027631,0.2609351461331634
20907,-0.061751,0.175333,-0.061474,0.28230937774422915
21565,-0.000149,0.099814,-0.023711,-0.10133925813633116
21647,-0.070834,0.143978,-0.014952,-0.27603827654059065
21674,-0.000532,0.111266,-0.019917,-0.10884539924719505
21789,-0.03489,0.0767,-0.020496,0.11344619783300125
21885,-0.034769,0.078093,-0.021504,0.10213164705318145
21886,-0.062019,0.17397,-0.06184,-0.1160742839866109
21980,-0.03463,0.079471,-0.023546,-0.1117187492054208
21981,-0.035304,0.079483,-0.022681,0.13256172250744414
22009,-0.086185,0.083225,0.006477,-0.10245039276020373
22043,-0.090883,0.150197,0.016131,0.10695129044697982
22154,-0.074976,0.152739,-0.016901,-0.11738735125479449
22449,-0.062327,0.035582,-0.008678,-0.14176978570344467
22459,-0.03266,0.086376,-0.025573,0.13403329367063843
22462,-0.051932,0.035292,-0.012459,-0.21371861029716954
22607,-0.074449,0.141666,-0.006752,-0.11039614916024909
22632,-0.074957,0.152744,-0.015898,0.1991189141795381
22705,-0.049732,0.035476,-0.01262,-0.20669316890874612
22820,-0.017522,0.187321,-0.019849,0.12343771600284303
22866,-0.018488,0.186846,-0.021092,0.10336585836427892
22867,-0.017083,0.187214,-0.021622,0.1344501544978598
22871,-0.047667,0.04058,-0.011711,-0.1930213978732529
22916,0.047273,0.072062,0.005733,-0.14864829362063725
22986,-0.017504,0.035785,-0.027048,-0.13799807667680042
22990,-0.070865,0.038439,0.000437,-0.2536773133198873
23077,-0.014289,0.184628,-0.02683,-0.28621481349790434
23078,-0.013191,0.184654,-0.026883,0.6764367635247719
23191,-0.012198,0.182647,-0.028676,0.11961766436190624
23192,-0.011287,0.182441,-0.028498,0.39076825475442245
23193,-0.027858,0.034318,-0.029661,0.39049363054699415
23247,-0.01134,0.181374,-0.029269,-0.1694490685807798
23303,-0.011472,0.180094,-0.029597,0.10926768022916022
23310,-0.062613,0.03392,-0.009097,0.6162431881289375
23352,-0.032451,0.035331,-0.030915,0.10079402443035956
23353,-0.06773,0.181168,-0.057983,0.33540897154540616
23361,-0.010876,0.178532,-0.029783,0.1585866889605989
23630,-0.060104,0.034733,-0.009894,-0.1928093177199771
23657,-0.061191,0.173613,-0.061506,0.42927054159830824
23815,-0.061423,0.172219,-0.061841,0.12359918697609129
24047,0.046587,0.071491,0.004275,-0.12091083084696996
24129,-0.011167,0.086786,-0.038299,0.10725383328369464
24193,-0.010499,0.036206,-0.025496,-0.12298150292413712
24295,0.043017,0.063778,-0.001898,-0.12317823256203952
24300,-0.004226,0.10111,-0.023137,0.10092662822081588
24350,-0.05547,0.034519,-0.01172,-0.315239132497923
24585,-0.035649,0.035226,-0.031079,0.19980452163318096
24601,-0.042725,0.035831,-0.027593,0.42204403775083654
24724,-0.036964,0.034685,-0.030554,-0.1852827407437433
24794,-0.048555,0.129676,-0.000935,-0.14204306823657953
24795,-0.047783,0.129154,-0.000398,0.14794875453214273
24801,-0.014956,0.099773,-0.023718,0.10262342006919878
24805,-0.013897,0.099791,-0.023743,0.14534183563640424
24928,-0.047512,0.128596,-0.001804,-0.11875292103328361
25003,0.030421,0.046091,-0.00653,-0.11548331621262675
25020,-0.041141,0.036437,-0.027804,-0.1226315245275662
25024,0.010827,0.036271,-0.022564,0.11498453929701347
25025,-0.065268,0.179645,-0.060267,0.20865928152286584
25165,-0.063393,0.178218,-0.060712,-0.2006176480197176
25166,-0.062548,0.177823,-0.060338,0.2452132971023977
25221,-0.046937,0.040476,-0.012115,0.26443407535731844
25313,-0.05672,0.034111,-0.011324,0.3717492540116951
25359,-0.007322,0.100225,-0.024167,-0.14178050341397985
25406,0.001401,0.034834,-0.023432,0.11554578030916685
25407,0.000403,0.034832,-0.023285,-0.14948211254451516
25408,-0.000582,0.034748,-0.02369,0.14354361257504578
25410,-0.002588,0.034889,-0.023742,-0.15338744029830265
25411,-0.003577,0.034729,-0.023991,0.13833275453417082
25420,-0.013575,0.034786,-0.025591,-0.1218469842890968
25487,-0.063544,0.034185,-0.007867,-0.20256214671418038
25489,-0.06565,0.033961,-0.007336,-0.33650259474622835
25556,-0.048558,0.036176,-0.012466,-0.28380227565429295
25572,-0.064543,0.03564,-0.007855,-0.10453846876167605
25577,-0.069543,0.035223,-0.00419,-0.2797108497268135
25580,0.022455,0.036836,-0.0022,-0.23651285960123292
25647,-0.047569,0.037623,-0.012346,-0.1959285678848075
25668,-0.069532,0.036669,-0.004054,0.11349885782696001
25669,-0.070684,0.036337,-0.00116,-0.17518763496671652
25670,-0.07154,0.036219,-0.000139,-0.12623760671534
25749,-0.047575,0.039053,-0.012096,-0.10391553337328197
25877,-0.068714,0.039428,-0.001714,-0.10239433551553345
25882,-0.071619,0.038294,0.000707,0.5548337882913965
25934,-0.012609,0.043484,-0.026419,0.10038474912220485
26011,-0.06489,0.035354,0.025763,-0.10641593436771779
26236,0.029421,0.046118,-0.00671,0.11084775202285746
26292,-0.027611,0.047641,-0.025672,-0.11226218961177897
26411,-0.028558,0.048864,-0.023853,0.1612607289191874
26442,-0.058943,0.035741,0.04587,0.16450339748227072
26648,-0.032623,0.050667,-0.011522,0.47796925717822547
26649,-0.03362,0.050597,-0.01076,0.41515553461581667
26651,-0.035618,0.050598,-0.010883,-0.13980969820562328
26652,-0.03662,0.050581,-0.010756,0.10612694822381985
26763,-0.032627,0.052023,-0.010763,0.14709629166548877
26764,-0.033621,0.051975,-0.010256,0.1399090817243256
26784,-0.067142,0.159475,-0.056178,0.12479002074063006
26877,-0.032632,0.053424,-0.01051,0.385010895130965
26924,0.036403,0.054785,-0.00675,-0.16002124275517104
26926,-0.012727,0.034894,-0.02568,0.24893235618653398
26990,-0.032639,0.054916,-0.011271,-0.13642029328604866
27035,0.038149,0.056188,-0.005714,0.10024580928793014
27098,-0.068231,0.180685,-0.058428,-0.1241924193679581
27152,0.038379,0.057531,-0.005583,-0.1134251718787751
27332,-0.032661,0.059295,-0.012539,0.19754835581414043
27452,-0.033669,0.060734,-0.012791,-0.1836474134728343
27594,-0.055562,0.061542,-0.006079,-0.1255219262897238
27602,-0.063538,0.061476,-0.001919,0.13389136229495402
27720,-0.054542,0.063135,-0.007676,0.14690474848421275
27722,-0.056663,0.062947,-0.006405,-0.10385175745200975
27731,-0.065613,0.06267,-0.002838,0.23194883620136797
27829,-0.034688,0.065168,-0.014825,-0.19463339400464053
27849,-0.054522,0.064576,-0.008972,-0.11499668511782923
27916,0.011294,0.068087,-0.030751,0.1267484913269067
27961,-0.034701,0.066636,-0.015333,0.2768728569441705
28271,-0.00999,0.177238,-0.029514,0.10561101311379728
28498,-0.064088,0.160897,-0.057612,0.21989267008073266
28687,-0.070028,0.153659,-0.048979,0.14218980012741
28691,-0.061523,0.035413,0.043881,0.1365679102546965
28765,-0.035741,0.075457,-0.019151,-0.1294662875933742
28932,-0.026017,0.035105,-0.029008,-0.23452926467214508
29018,-0.035755,0.078325,-0.019534,0.502710502458446
29149,-0.035766,0.07988,-0.021314,-0.1759044077433426
29279,-0.035775,0.08137,-0.022209,-0.2369614918613362
29541,-0.035813,0.084274,-0.022552,0.18650591472425138
29603,-0.012124,0.183164,-0.028284,0.14265294721099364
29724,-0.066274,0.179701,-0.060051,0.22611734285424978
29799,-0.027805,0.036479,0.05363,0.1566420080869132
29801,-0.032796,0.087302,-0.025402,-0.19858150080286185
29809,-0.040794,0.086978,-0.021461,0.14376100539506576
29818,-0.036349,0.033844,-0.030569,0.5437412013582326
29820,-0.034486,0.033524,-0.029904,0.11535859103099799
29822,-0.032352,0.033687,-0.029638,-0.1328378402932192
29825,-0.040029,0.033988,-0.029546,0.7179862796352929
29827,-0.038165,0.033668,-0.028881,-0.27033823568703697
29850,-0.014759,0.033582,-0.024214,0.12209452122019004
29864,-0.000337,0.033845,-0.021634,0.10041571794300075
29935,-0.043302,0.034273,-0.026713,-0.3773496099489211
29996,-0.043987,0.034295,-0.025003,-0.11339102518208999
30056,0.017528,0.034889,-0.013514,0.23860354964110464
30058,-0.044847,0.033991,-0.023028,0.19900121379161917
30109,0.007749,0.035126,-0.013682,-0.10031600499849691
30249,-0.04645,0.034849,-0.018566,-0.18709965465797873
30289,-0.003502,0.038872,-0.013737,-0.11081216761943147
30290,-0.002415,0.038998,-0.013634,0.11594493925095994
30314,-0.079498,0.113845,0.046765,0.14704189586949434
30329,-0.032154,0.03804,-0.0168,0.10932221521998198
30368,0.007476,0.037878,-0.008761,0.10534114954418672
30381,0.019119,0.034949,-0.003746,-0.15715555913588775
30382,0.020159,0.034993,-0.003581,0.3022802901722298
30383,-0.048346,0.033897,-0.014368,-0.5947074785278594
30450,0.020386,0.034818,-0.001497,-0.5687435729237671
30451,0.021426,0.034862,-0.001331,0.2994555917183729
30534,-0.054785,0.033935,-0.012006,0.7633974791812703
30536,-0.052834,0.03378,-0.01148,-0.5665823511760625
30550,-0.036105,0.038323,-0.012279,0.18687168412128474
30605,0.017756,0.034411,0.002092,-0.11549863070505495
30626,-0.057682,0.033605,-0.010452,-0.6165008836876238
30627,-0.056642,0.03365,-0.010285,-0.1856422583988302
30691,0.008869,0.034317,0.002258,-0.1180763650793154
30697,0.015387,0.03508,0.002875,-0.11696561462528487
30722,-0.061447,0.033553,-0.009333,0.6121718267748859
30723,-0.060401,0.033598,-0.009162,-0.5499805528132929
30743,-0.037469,0.038346,-0.008873,-0.10050997202797873
30791,0.009582,0.035034,0.003609,-0.19948345993549887
30826,-0.064121,0.033626,-0.008108,0.8717121948457818
30827,-0.063077,0.033671,-0.007942,-0.9044901365922771
30896,0.007677,0.034683,0.00541,0.3182493525119976
30903,0.022825,0.034456,0.008664,0.11230526986883205
30925,-0.06675,0.033778,-0.006955,0.732981980109525
30926,-0.065752,0.033742,-0.006723,-0.1034892044554705
31194,0.004466,0.034403,0.010526,0.33090374995005245
31222,-0.070505,0.034331,-0.002786,0.35510022642874384
31296,0.004653,0.034122,0.012637,0.15606169459743247
31325,-0.070877,0.034629,-0.001001,-0.4207616310319301
31454,-0.046732,0.033754,0.006173,-0.16877239801137045
31455,-0.045735,0.033717,0.006407,0.13447874305345064
31456,-0.044644,0.033844,0.006512,-0.13120490602547075
31509,0.0215,0.035807,0.018169,0.10830884509047822
31690,-0.034888,0.033686,0.012245,0.19292979515966346
31691,-0.033844,0.033732,0.012415,-0.16712777649869526
31773,-0.072341,0.03523,0.005012,-0.1592904888078266
31793,-0.052778,0.0338,0.010307,-0.12724625568555425
31794,-0.051338,0.034585,0.00989,0.1734675142099973
31802,-0.035162,0.034421,0.013333,-0.17646103475075192
31886,-0.07286,0.035501,0.006453,0.6587332156288602
