vertex,angle_defect_radians,gaussian_curvature,reason
1862,-0.0476819399113,-4.8474418018,angle_defect
1865,0.0487281033369,4.87105929082,angle_defect
1866,-0.0470903665791,-5.81946223192,angle_defect
1869,0.0471197012328,4.70790207535,angle_defect
1870,-0.047232985366,-7.39762908585,angle_defect
1873,0.0472725555395,4.72520577099,angle_defect
1874,-0.0471914311247,-5.83720723846,angle_defect
1877,0.0474838500504,4.74492645432,angle_defect
1878,-0.0472957155872,-4.84474069338,angle_defect
1881,0.0483478368449,4.83066016623,angle_defect
1882,-0.0474346969952,-5.89330442714,angle_defect
1885,0.0476829558681,4.76362692915,angle_defect
1886,-0.0474652957194,-5.89436465234,angle_defect
1889,0.0469301756024,4.68717170964,angle_defect
1890,-0.048371365489,-5.95784824818,angle_defect
1893,0.0486107318388,4.85484847595,angle_defect
1894,-0.0459175152773,-5.54241246952,angle_defect
1897,0.0462622221817,4.61984872143,angle_defect
1898,-0.0482534212738,-6.8826276405,angle_defect
1901,0.0486766257591,4.85225445207,angle_defect
1902,-0.0471671709471,-4.83476629813,angle_defect
1905,0.0471755316692,4.68499592151,angle_defect
1906,0.391953445017,45.0178850211,angle_defect
1907,0.197480450538,26.2816862664,angle_defect
1911,0.390518785661,53.3525002148,angle_defect
1918,0.390705711856,37.6699738429,angle_defect
1927,0.196109566485,23.9506267071,angle_defect
1974,-0.048750808783,-3.22247454396,angle_defect
1988,-0.0979837086637,-9.06081912872,angle_defect
1989,-0.0983692915853,-9.14917754187,angle_defect
1990,-0.0973914522994,-9.07263389554,angle_defect
1992,-0.0486722681401,-4.55037100179,angle_defect
1993,-0.0982366453121,-9.41322959027,angle_defect
1994,-0.0978555949413,-9.54305969793,angle_defect
1995,-0.0979429084086,-9.5695820782,angle_defect
1996,-0.0980474559037,-9.52113208768,angle_defect
1997,-0.097061375636,-9.49043547286,angle_defect
1998,-0.0982182227049,-9.76877466864,angle_defect
1999,-0.0991414582925,-9.71247469906,angle_defect
2000,-0.0983675235404,-9.76091788121,angle_defect
2001,-0.0970793225076,-9.53787444085,angle_defect
2002,-0.0979010791965,-9.7055278943,angle_defect
2003,-0.0986355021165,-9.71368174848,angle_defect
2004,-0.0976374188727,-9.64405686364,angle_defect
2022,0.194411402867,21.239133405,angle_defect
2060,0.387605596911,46.2405295564,angle_defect
2101,0.389428803084,54.8928809817,angle_defect
2140,0.395432177565,46.1127610234,angle_defect
2141,0.200075930398,20.4670656732,angle_defect
2508,0.028115245337,3.79645387848,angle_defect
2548,0.0273321255047,2.61760737152,angle_defect
2592,0.0295928371491,3.34858084181,angle_defect
2634,0.0269936617855,3.083282724,angle_defect
2676,0.0289110938885,4.06295102434,angle_defect
2724,0.0278163447173,2.74144128965,angle_defect
2772,0.0278921830877,4.86644553869,angle_defect
2820,0.02849658056,3.34840577244,angle_defect
2821,0.0282266400476,2.81368347876,angle_defect
2870,0.0282470841313,3.3537660183,angle_defect
2919,0.0279958836108,4.12495841378,angle_defect
2968,0.028164319182,3.40245726135,angle_defect
3019,0.0289387408453,2.64584076075,angle_defect
3072,0.0277726015453,3.39760633723,angle_defect
3125,0.0278600177245,3.43103784074,angle_defect
3180,0.0291143555592,3.61032702496,angle_defect
3213,0.0276298311144,4.28334168042,angle_defect
3244,0.027933447948,3.50764735987,angle_defect
3267,0.0292840272418,3.08049091887,angle_defect
3290,0.0272823793567,3.45539200361,angle_defect
3311,0.0287219569446,3.65844371903,angle_defect
3330,0.0272425656923,3.48220028031,angle_defect
3347,0.0285656234701,4.57953120971,angle_defect
3362,0.0296082030184,3.17963512786,angle_defect
3374,0.0268379807904,3.46654433618,angle_defect
3384,0.0276813879426,3.59788087188,angle_defect
3392,0.0292572670027,3.85534021118,angle_defect
3398,0.0269059675004,3.60127728268,angle_defect
3402,0.0295216107682,3.98400497488,angle_defect
3404,0.0274925146322,3.40112030566,angle_defect
3449,0.023503125022,3.31129750379,angle_defect
3459,0.0230054403432,2.30421346923,angle_defect
3471,0.0228680977194,3.28020172124,angle_defect
3485,0.0240555174544,2.44254019299,angle_defect
3499,0.022358111824,2.69339242846,angle_defect
3513,0.022646238329,2.74929988691,angle_defect
3527,0.0230507517787,2.82913914804,angle_defect
3540,0.023594067966,3.56921102707,angle_defect
3541,0.0221747026743,2.76338031583,angle_defect
3551,0.0235644756751,2.91719198951,angle_defect
3561,0.0221707848347,2.8184162245,angle_defect
3564,0.0226809041153,2.95167555598,angle_defect
3565,0.0228360414175,2.47164968523,angle_defect
3577,0.0222269591787,3.55172022881,angle_defect
3587,0.0224930915947,2.92088459005,angle_defect
3597,0.0230381431235,2.59499131454,angle_defect
3607,0.0227192850496,2.85884293069,angle_defect
3610,0.0233372431225,3.81226920049,angle_defect
3617,0.0211405035218,2.79714151227,angle_defect
3624,0.0235418846527,2.61659948111,angle_defect
3631,0.0217099549683,2.96262430142,angle_defect
3638,0.02321465352,3.12711218712,angle_defect
3645,0.0220304781646,2.96103756593,angle_defect
3652,0.0227609860291,3.00258052975,angle_defect
3656,0.0216352523498,2.93391970464,angle_defect
3660,0.0229590568572,3.57697828221,angle_defect
3664,0.0229275052416,4.61138313454,angle_defect
3667,0.0222584583539,2.25783941238,angle_defect
3668,0.0221190251002,2.66007450652,angle_defect
3671,0.0230898417225,2.80600781036,angle_defect
3674,0.0215465227123,3.08425997367,angle_defect
3740,0.0369971320719,4.78796325955,angle_defect
3762,0.0368376796739,4.34066692522,angle_defect
3763,0.0368452453099,4.91811722255,angle_defect
3764,0.036876675944,5.59952071375,angle_defect
3765,0.0367561939227,5.90424893878,angle_defect
3789,0.0367929182408,5.64875520977,angle_defect
3813,0.0374809573286,5.23575104406,angle_defect
3833,0.0358998110511,4.7072478921,angle_defect
3851,0.0374897054353,3.97643149211,angle_defect
3867,0.03649129029,4.49712320617,angle_defect
3883,0.0373425424616,4.56158793037,angle_defect
3899,0.0364033799715,4.44009653112,angle_defect
3912,0.0372253462798,4.54567434367,angle_defect
3923,0.0362645211841,4.43046617573,angle_defect
3932,0.0378456480463,4.62737673556,angle_defect
3937,0.0359575092943,4.40167345356,angle_defect
3944,0.0375511319819,4.65285665987,angle_defect
3948,0.0367176600224,4.32769063891,angle_defect
3952,0.0367367826884,5.22160758854,angle_defect
3954,0.0362543938909,3.06889024782,angle_defect
3955,0.0380411631499,5.16745653765,angle_defect
3957,0.0367330425484,6.17008840353,angle_defect
3959,0.0361583547215,7.27307578645,angle_defect
3961,0.0371169423351,8.21475334045,angle_defect
5307,0.0458290724559,4.90758598025,angle_defect
5308,0.0464270285384,4.97350654358,angle_defect
5309,0.0460983864732,4.94128013344,angle_defect
5310,0.0457606151902,4.90332013882,angle_defect
5311,0.0464591553049,4.97847659719,angle_defect
5312,0.0460159576906,4.93054346445,angle_defect
5313,0.04566605475,4.89263436734,angle_defect
5314,0.0473668947518,5.07476993974,angle_defect
5315,0.0460811285015,4.93639169826,angle_defect
5316,0.0455853142132,4.88305973606,angle_defect
5317,0.04647800768,4.97845101547,angle_defect
5318,0.0459496745312,4.92121686269,angle_defect
5319,0.0468221585219,5.01309923636,angle_defect
5320,0.0453286128214,4.85289469935,angle_defect
5321,0.0463323425303,4.95886927228,angle_defect
5322,0.0468013972679,5.00979215723,angle_defect
5323,0.0467985597304,5.00997722166,angle_defect
5324,0.0452053334297,4.84019864014,angle_defect
5325,0.0461502638042,4.94143712242,angle_defect
5326,0.0459133985317,4.91543181147,angle_defect
5327,0.0467045844333,4.99911121151,angle_defect
5328,0.0465793196444,4.98551460114,angle_defect
5329,0.0452388748111,4.84244024319,angle_defect
5330,0.0472565232292,5.05841138905,angle_defect
5331,0.0459507562477,4.91780936889,angle_defect
5332,0.0458005816079,4.9060579154,angle_defect
5333,0.0456802622668,4.89094007566,angle_defect
5334,0.0478501998842,5.12112726612,angle_defect
5335,0.0442419361888,4.73383503328,angle_defect
5336,0.0476989258804,5.09642118245,angle_defect
5337,0.0452425201361,4.84427809025,angle_defect
5338,0.046385508699,4.96479017637,angle_defect
5339,0.0475568595512,5.09125862661,angle_defect
5604,-0.0461855181875,-6.0383924112,angle_defect
5609,-0.0457697987894,-5.98243145008,angle_defect
5614,-0.0484898022629,-6.33613278125,angle_defect
5619,-0.0441466942628,-5.753506996,angle_defect
5624,-0.0463242401663,-6.05761714462,angle_defect
5629,-0.0459582219193,-6.0043977498,angle_defect
5634,-0.0479525642447,-6.26246870786,angle_defect
5643,-0.0439202606444,-6.9220342484,angle_defect
5648,-0.0478705965742,-6.25151421081,angle_defect
5653,-0.046061101643,-6.02047393919,angle_defect
5658,-0.0446358068173,-5.82957567158,angle_defect
5663,-0.0475115644074,-6.20961357531,angle_defect
5668,-0.0459355847977,-6.00274159118,angle_defect
5673,-0.0465916559641,-6.09307342281,angle_defect
5678,-0.0467786595183,-6.11173173384,angle_defect
5683,-0.0455204299794,-5.94809345738,angle_defect
5688,-0.0458639179594,-5.99506291108,angle_defect
5693,-0.0458706224858,-5.99617211155,angle_defect
5698,-0.0475631451735,-6.21563436152,angle_defect
5703,-0.0456458927442,-5.96023865874,angle_defect
5708,-0.0453543858656,-5.9245186344,angle_defect
5713,-0.0476004054415,-6.22117486065,angle_defect
5718,-0.044563319456,-5.82355009253,angle_defect
5723,-0.0489709266381,-6.40120637403,angle_defect
5728,-0.0432702558836,-5.65715026605,angle_defect
5729,-0.0478044014471,-6.25591108816,angle_defect
5734,-0.0467329838982,-6.11657392728,angle_defect
5739,-0.044359695984,-5.78571822534,angle_defect
5744,-0.0476683956921,-6.21910374782,angle_defect
5749,-0.0460338155535,-6.02355034306,angle_defect
5754,-0.0461055508039,-6.03714521824,angle_defect
5759,-0.0457427571723,-5.98607972973,angle_defect
5764,-0.0457221929562,-6.02494707129,angle_defect
5773,-0.0491293193533,-6.22967963144,angle_defect
5778,-0.047055156884,-5.96341284308,angle_defect
5783,-0.0470044424888,-5.95760906134,angle_defect
5788,-0.0478546963362,-6.06090502243,angle_defect
5793,-0.0492930184326,-6.23247525188,angle_defect
5798,-0.0454678460328,-5.75065779904,angle_defect
5799,-0.0484573505932,-6.13641234197,angle_defect
5804,-0.0479177598299,-6.07070153166,angle_defect
5809,-0.0472058219259,-5.97694668616,angle_defect
5814,-0.046765276541,-5.9196005773,angle_defect
5819,-0.0494115226338,-6.25855478228,angle_defect
5824,-0.04671717374,-5.91573698581,angle_defect
5829,-0.0470100538756,-5.9568870142,angle_defect
5834,-0.0488937393012,-6.21863698184,angle_defect
5839,-0.047182043514,-6.07534322169,angle_defect
5844,-0.0473254799134,-6.34528490073,angle_defect
5849,-0.046977968507,-6.05446635748,angle_defect
5854,-0.049076098734,-6.24914724327,angle_defect
5859,-0.0468746416797,-5.94587651188,angle_defect
5864,-0.0471536061299,-5.9706985588,angle_defect
5869,-0.0489070343202,-6.19548172346,angle_defect
5874,-0.0462520184192,-5.85486533083,angle_defect
5879,-0.0478059528297,-6.05305838296,angle_defect
5884,-0.0491857217409,-6.22653171354,angle_defect
5889,-0.044740392295,-5.66142729702,angle_defect
5894,-0.0499331770411,-6.31668812535,angle_defect
5903,-0.0473841090244,-6.00090966097,angle_defect
5908,-0.0468538459602,-5.94008762636,angle_defect
5913,-0.0473243300997,-5.98643380552,angle_defect
5918,-0.0495779641703,-6.28519870047,angle_defect
5923,-0.046599028151,-5.90945529062,angle_defect
5928,-0.046149560369,-5.02047198778,angle_defect
